class,title,wiki
0,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans (dfsp) [1] rare tumor. it rare neoplasm dermis layer skin[2] classified sarcoma. there one case per million per year. dfsp fibrosarcoma[3] precisely cutaneous soft tissue sarcoma. in many respects disease behaves benign tumor 25% cases metastasize considered malignant potential. it occurs often adults thirties; described congenitally children elderly. it accounts approximately 26% soft tissue sarcoma cancers.
0,Foot conditions,diseases foot generally limited related manifest elsewhere body[citation needed]. however foot often first place diseases sign symptom others appear[citation needed]. this foot'distance central circulation heart constant exposure pressures ground weight body[citation needed].
0,uterine cancer,uterine cancer womb cancer type cancer emerges tissue uterus. it refer several types cancer cervical cancer (arising lower portion uterus) common type worldwide second common cancer women developing countries.[1] endometrial cancer (cancer inner lining uterus) second common type fourth common cancer women developed countries.[1] risk factors depend specific type obesity older age human papillomavirus infection add greatest risk developing uterine cancer.[2][3] early may symptoms irregular vaginal bleeding pelvic pain fullness may develop.[2][3] if caught early types uterine cancer cured using surgical medical methods. when cancer extended beyond uterine tissue advanced treatments including combinations chemotherapy radiation therapy surgery may required.[2][3]
0,Heart cancer,heart cancer extremely rare form cancer divided primary tumors heart secondary tumors heart.
0,Ethylmalonic Encephalopathy,ethylmalonic encephalopathy (ee) rare autosomal recessive inborn error metabolism. patients affected ee typically identified shortly birth symptoms including diarrhea petechiae seizures.[1][2] the genetic defect ee thought involve impairment degradation sulfide intermediates body. hydrogen sulfide builds toxic levels.[3] ee initially described 1994.[4] most cases ee described individuals mediterranean arabic origin.[3]
0,Thyroid agenesis,thyroid agenesis (thyroid dysgenesis) cause congenital hypothyroidism[1] thyroid missing ectopic severely underdeveloped.
0,Constrictive pericarditis,constrictive pericarditis medical condition characterized thickened fibrotic pericardium limiting heart'ability function normally.[1] in many cases condition continues difficult diagnose therefore benefits good understanding underlying cause.[2]
0,McLeod syndrome,mcleod syndrome (mcleod phenomenon; /mkla_d/) x-linked recessive genetic disorder may affect blood brain peripheral nerves muscle heart. it caused variety recessively-inherited mutations xk gene x chromosome. the gene responsible producing kx protein secondary supportive protein kell antigen red blood cell surface.
0,Austrian syndrome,austrian syndrome medical condition first described robert austrian 1957. the classical triad consists pneumonia endocarditis meningitis caused streptococcus pneumoniae. it associated alcoholism due presence hyposplenia (reduced splenic functioning) seen males 40 60 years old.[1]
0,1q21.1 duplication syndrome,1q21.1 duplication syndrome 1q21.1 (recurrent) microduplication rare aberration chromosome 1. unique international rare chromosome disorder group 57 genetically confirmed registered cases duplication worldwide (october 2012).
0,airway obstruction,airway obstruction blockage respiration airway. it broadly classified either upper airway lower airway.
0,nephritis,nephritis inflammation kidneys may involve glomeruli tubules interstitial tissue surrounding glomeruli tubules.[1]
0,Holocarboxylase synthetase deficiency,holocarboxylase synthetase deficiency inherited metabolic disorder body unable use vitamin biotin effectively. this disorder classified multiple carboxylase deficiency group disorders characterized impaired activity certain enzymes depend biotin. symptoms similar biotinidase deficiency treatment  large doses biotin  also .
0,Restrictive Cardiomyopathy,"restrictive cardiomyopathy (rcm) (.k.. obliterative cardiomyopathy known ""constrictive cardiomyopathy""[1]) form cardiomyopathy walls rigid[2] heart restricted stretching filling blood properly."
0,ventral hernia,an incisional hernia defect fascia abdominal wall following incision commonly surgical incision. [1] it type ventral hernia hernia ventral abdominal wall. ventral hernias may include primary (umbilical epigastric spigelian lumbar hernias related prior incisions) incisional (following surgery including prior primary ventral hernia repair trauma) subtypes. [1]
0,Algophobia,"algophobia phobia pain - abnormal persistent fear pain far powerful normal person.[1] algophobia much common elderly people.[2] it treated behavioral therapy anti-anxiety medication. the term comes greek: __ lgos ""pain"" _ ph_bos ""fear""."
0,Glossophobia,glossophobia speech anxiety fear public speaking speaking general.[1] the word glossophobia comes greek __ glssa meaning tongue _ phobos fear dread. many people fear others may also social phobia social anxiety disorder.
0,gymnophobia,gymnophobia fear (phobia) nudity. gymnophobics experience anxiety nudity even realize fear irrational. they may worry seeing others naked seen naked . their fear may stem general anxiety sexuality fear physically inferior fear nakedness leaves exposed unprotected.[1]
0,gingivitis,"gingivitis (""inflammation gum tissue"") non-destructive periodontal disease.[1] the common form gingivitis common form periodontal disease overall response bacterial biofilms (also called plaque) adherent tooth surfaces termed plaque-induced gingivitis. gingivitis reversible good oral hygiene. however absence treatment controlled gingivitis progress periodontitis inflammation results tissue destruction alveolar bone resorption ultimately lead tooth loss.[2]"
0,idiopathic,"an idiopathy disease unknown pathogenesis apparently spontaneous origin.[1] from greek __ idios ""one'"" pathos ""suffering"" idiopathy means approximately ""disease kind"". for medical conditions one causes somewhat understood certain percentage people condition cause may readily apparent characterized. in cases origin condition said idiopathic. with medical conditions root cause large percentage cases establishedfor example focal segmental glomerulosclerosis ankylosing spondylitis; majority cases deemed idiopathic.[2] with conditions idiopathic cases account small percentage (example pulmonary fibrosis).[3]"
0,tricuspid atresia,tricuspid atresia form congenital heart disease whereby complete absence tricuspid valve. therefore absence right atrioventricular connection. this leads hypoplastic (undersized) absent right ventricle. this defect contracted prenatal development heart finish developing. it causes heart unable properly oxygenate rest blood body. because body enough oxygen live defects must occur maintain blood flow. because lack a-v connection atrial septal defect (asd) must present fill left ventricle blood. also since lack right ventricle must way pump blood pulmonary arteries accomplished ventricular septal defect (vsd).
0,2q37 deletion syndrome,2q37 deletion syndrome disorder caused deletion small piece chromosome 2.2q37 deletion syndrome describes disorder one multiple 3 sub-bands 2q37.1 2q37.2 2q37.3 last band one chromosome 2s long arms deleted.[1] the first report disorder 1989.[1]
0,Lentiginosis,lentiginosis refers presence lentigines large numbers distinctive configuration.[1] these spotted areas created accumulation skin due sun exposure. due high irregularity distinction randomness defines lentiginosis. although lentigines benign signal underlying problem progressive cardiomyopathic lentiginosis cause retardation children.[2]
0,endometritis,endometritis refers inflammation endometrium[1] inner lining uterus. pathologists traditionally classified endometritis either acute chronic: acute endometritis characterized presence microabscesses neutrophils within endometrial glands chronic endometritis distinguished variable numbers plasma cells within endometrial stroma. the common cause endometritis infection. symptoms include lower abdominal pain fever abnormal vaginal bleeding discharge. caesarean section prolonged rupture membranes long labor multiple vaginal examinations important risk factors[citation needed]. treatment usually broad-spectrum antibiotics.
